conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_386471,386471,"@115850 @AmazonHelp @115821 - Order# 408-3265294-3245900,Does anyone bother to update the delivery date?Im prime mmbr, and its 5 days now https://t.co/LpFMNTMN90",2017-10-09T12:55:42+00:00,"- Order# 408-3265294-3245900,Does anyone bother to update the delivery date?Im prime mmbr, and its 5 days now",0
conv_950250,950252,"@AmazonHelp Hi there, is there anyway of still getting my parcel today? Ive spoken to amazon and they delayed it till Monday.",2017-10-14T05:10:39+00:00,"Hi there, is there anyway of still getting my parcel today? Ive spoken to amazon and they delayed it till Monday.",1
conv_397433,397434,"@AmazonHelp Bei mir war den ganzen Tag jemand daheim, ich ab 12:30 Uhr sogar selbst, da kam nix. :(",2017-10-27T13:32:36+00:00,"Bei mir war den ganzen Tag jemand daheim, ich ab 12:30 Uhr sogar selbst, da kam nix. :(",10
conv_2862058,2862058,"@AmazonHelp Order#111-3350270-9729064 (Oil Diffuser) and Order# 111-3362968-7934623-both say ""arriving today by 8pm"" but haven't even shipped. As shown in attached photos guaranteed delivery was today.  When can I actually expect to receive? Clasps are time sensitive. https://t.co/xNHLcXhcqw",2017-11-27T22:43:16+00:00,"Order#111-3350270-9729064 (Oil Diffuser) and Order# 111-3362968-7934623-both say ""arriving today by 8pm"" but haven't even shipped. As shown in attached photos guaranteed delivery was today. When can I actually expect to receive? Clasps are time sensitive.",18
conv_1766843,1766827,"@AmazonHelp It says “Arriving today”, just like it said “Arriving today” yesterday. The tracking page says “Now expected 8 November - 10 November”.",2017-11-08T10:27:07+00:00,"It says “Arriving today”, just like it said “Arriving today” yesterday. The tracking page says “Now expected 8 November - 10 November”.",10
conv_1457922,1457921,@AmazonHelp Yeah it says today and nothing..,2017-11-02T20:48:07+00:00,Yeah it says today and nothing..,10
conv_1245762,1245762,"@AmazonHelp 
I got a message that your order has been delivered but the order was not received
tracking#:216243601069",2017-10-16T03:04:07+00:00,I got a message that your order has been delivered but the order was not received tracking#:216243601069,18
conv_1943988,1943987,"@AmazonHelp I just did but it was Amazon who promised it yesterday then promised it today. How did a PS4 disc get delayed by two, now three days?",2017-10-18T16:42:36+00:00,"I just did but it was Amazon who promised it yesterday then promised it today. How did a PS4 disc get delayed by two, now three days?",8
conv_155114,155117,@AmazonHelp Update: I'm still waiting @AmazonHelp. Where is my parcel? https://t.co/vuVWDm9tN1,2017-11-24T19:01:21+00:00,Update: I'm still waiting . Where is my parcel?,0
conv_2980898,2980898,.@AmazonHelp I’ve been trying to work through an issue with support via chat in the app and it’s not working.  I’m starting to get aggravated with this process.  Can you guys help any more efficiently?,2017-11-30T04:48:48+00:00,. I’ve been trying to work through an issue with support via chat in the app and it’s not working. I’m starting to get aggravated with this process. Can you guys help any more efficiently?,17
conv_643760,643744,"@AmazonHelp Just check the whole conversation. How many times u said will get back earliest, shortly etc., @115851 @1840",2017-10-13T09:41:42+00:00,"Just check the whole conversation. How many times u said will get back earliest, shortly etc.,",12
conv_390405,390405,@115850 @AmazonHelp prime membership useless! No gud offers discounts &amp; now not even delivering ordr in time! Mistreated no customr value,2017-10-09T15:06:35+00:00,prime membership useless! No gud offers discounts &amp; now not even delivering ordr in time! Mistreated no customr value,5
conv_504986,504984,"@AmazonHelp Haven’t received any other emails. I did call back as instructed and am currently on the phone with someone else who is making me repeat the situation, again and isn’t quite understanding. :/",2017-12-01T20:44:44+00:00,"Haven’t received any other emails. I did call back as instructed and am currently on the phone with someone else who is making me repeat the situation, again and isn’t quite understanding. :/",8
conv_2139776,2139776,"My preordered Xbox One X Scorpio Edition didn’t arrive today, let down by @AmazonHelp maybe @15913 can help? #XboxOneXScorpioEdition",2017-11-08T22:13:28+00:00,"My preordered Xbox One X Scorpio Edition didn’t arrive today, let down by maybe can help? #XboxOneXScorpioEdition",3
conv_1543609,1543606,"@AmazonHelp The guy at ups said it’d be okay, but I’m not sure",2017-11-04T04:40:04+00:00,"The guy at ups said it’d be okay, but I’m not sure",10
conv_865701,865701,"Guys, don't fall for Casback on Amazon Pay at Amazon. In. They say 15% but just give 3 or 4 %. @115850. @AmazonHelp @AmazonHelp @115821",2017-10-13T14:50:02+00:00,"Guys, don't fall for Casback on Amazon Pay at Amazon. In. They say 15% but just give 3 or 4 %. .",1
conv_1046720,1046719,"@AmazonHelp Le suivi dit que le colis a été déposé en relais, sans autre précision.",2017-10-23T11:43:27+00:00,"Le suivi dit que le colis a été déposé en relais, sans autre précision.",19
conv_179622,179622,@158307 @AmazonHelp pre-ordered #StarWarsBattlefrontII and got the #Beta code. Entered it in the #psn but it won’t let me download. https://t.co/bgAzFPchCY,2017-10-04T09:27:31+00:00,pre-ordered #StarWarsBattlefrontII and got the #Beta code. Entered it in the #psn but it won’t let me download.,10
conv_1269481,1269476,"@AmazonHelp It's showing that everything is arriving separately, even the single items in the pantry box I ordered...",2017-10-26T14:17:23+00:00,"It's showing that everything is arriving separately, even the single items in the pantry box I ordered...",10
conv_2899511,2899509,"@AmazonHelp Yes, many times, delivery instructions were ignored, replacement was offered but i refused as a) I don't want two items b) I shouldn't need to have to send an item back I don't need.",2017-11-28T18:12:12+00:00,"Yes, many times, delivery instructions were ignored, replacement was offered but i refused as a) I don't want two items b) I shouldn't need to have to send an item back I don't need.",12
conv_565854,565854,"@AmazonHelp Hey Amazon Canada, Four of my packages have not arrived (ETA was Nov 27) and tracking hasn’t been updated. There isn’t an option online to show that packages have not arrived.",2017-12-03T00:28:21+00:00,"Hey Amazon Canada, Four of my packages have not arrived (ETA was Nov 27) and tracking hasn’t been updated. There isn’t an option online to show that packages have not arrived.",10
conv_2676829,2676829,@AmazonHelp Bonjour mon colis est depuis ce matin 10h en cours de livraison est-ce normal ? Colis C10044461663 Merci d'avance,2017-10-31T13:54:18+00:00,Bonjour mon colis est depuis ce matin 10h en cours de livraison est-ce normal ? Colis C10044461663 Merci d'avance,19
conv_1674896,1674899,@AmazonHelp The options were to other orders than the one I asked for. I explained that I didn't want that one refunded.,2017-11-07T02:09:50+00:00,The options were to other orders than the one I asked for. I explained that I didn't want that one refunded.,10
conv_2980981,2980980,@AmazonHelp All you asked for,2017-11-30T11:52:31+00:00,All you asked for,10
conv_2850636,2850638,"@AmazonHelp Thank you for your assistance. It was a computer error and they didn't have enough stock. Real bummer cause it was a great projector at great price and there's nothing left for cyber Monday like it.
Thanks for your help. You saved me from a bunch of worry. Have a good holidays.",2017-11-27T20:59:28+00:00,Thank you for your assistance. It was a computer error and they didn't have enough stock. Real bummer cause it was a great projector at great price and there's nothing left for cyber Monday like it. Thanks for your help. You saved me from a bunch of worry. Have a good holidays.,10
conv_2400919,2400920,@AmazonHelp yes the reason which is given is useless as no one called me or no came at my place for delivery that the reason which is given,2017-10-20T13:08:23+00:00,yes the reason which is given is useless as no one called me or no came at my place for delivery that the reason which is given,10
conv_2485598,2485598,@AmazonHelp I have the accounts. One prime and one non prime. There must be a way to move the books on the non prime account. So I can close the non prime account. Help?,2017-11-15T15:56:42+00:00,I have the accounts. One prime and one non prime. There must be a way to move the books on the non prime account. So I can close the non prime account. Help?,5
conv_808892,808891,".@AmazonHelp I'll try to email you a pic or two. But as I said, things aren't much visible in the photo, as it may not be detailed. #Amazon",2017-10-12T18:38:04+00:00,". I'll try to email you a pic or two. But as I said, things aren't much visible in the photo, as it may not be detailed. #Amazon",16
conv_296428,296429,@AmazonHelp @123967 Hi again. I never got this order and it's sitting as a delivery exception. How do I get my money back?,2017-10-12T04:13:08+00:00,Hi again. I never got this order and it's sitting as a delivery exception. How do I get my money back?,18
conv_2958536,2958535,"@amazonhelp you placed a hold on my acct, but you’re trying to double charge above that, the charges dont go through, the order doesn’t ship",2017-11-29T19:49:40+00:00,"you placed a hold on my acct, but you’re trying to double charge above that, the charges dont go through, the order doesn’t ship",18
conv_1380519,1380519,"@AmazonHelp I’ve enabled the Push Notifications for the Weekly Giveaway, however all so far have been US only. Will any be avail for Aus?",2017-10-28T05:07:22+00:00,"I’ve enabled the Push Notifications for the Weekly Giveaway, however all so far have been US only. Will any be avail for Aus?",10
conv_1745573,1745573,@AmazonHelp Id no. 184122637174 please try calling more than once in case we miss a call...you guys cant just postpone delivery,2017-11-07T14:40:49+00:00,Id no. 184122637174 please try calling more than once in case we miss a call...you guys cant just postpone delivery,12
conv_1362472,1362471,"@AmazonHelp Und da mit #AmazonLogistics verschickt, lässt sich anhand des Status auch keine Gründe dafür ableiten. Eine mehr als schlechte Leistung!",2017-10-27T20:30:42+00:00,"Und da mit #AmazonLogistics verschickt, lässt sich anhand des Status auch keine Gründe dafür ableiten. Eine mehr als schlechte Leistung!",10
conv_80848,80847,@AmazonHelp Apparently it's been delivered... But it hasn't. Obviously delivered to the wrong address (Not the first time by an Amazon Driver). So now something that I needed for tomorrow is not here. Fantastic...,2017-11-30T20:34:57+00:00,Apparently it's been delivered... But it hasn't. Obviously delivered to the wrong address (Not the first time by an Amazon Driver). So now something that I needed for tomorrow is not here. Fantastic...,4
conv_358769,358768,@AmazonHelp We had the same one and it hold much longer. What should I do now?,2017-10-03T07:21:09+00:00,We had the same one and it hold much longer. What should I do now?,10
conv_846914,846913,@AmazonHelp Hintergrund: https://t.co/jLTo0cZVMl,2017-10-20T17:08:46+00:00,Hintergrund:,10
conv_1472695,1472695,"@AmazonHelp Delayed shipment, lost packages, delivery to wrong house. Your delivery service awful.  Why am I paying for #Prime?",2017-11-03T00:57:44+00:00,"Delayed shipment, lost packages, delivery to wrong house. Your delivery service awful. Why am I paying for #Prime?",14
