conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_936129,2,2,delivery_issue,keyword,@AmazonHelp Your delivery person opened up our side gate to stash a package behind it and let our dog loose. Thanks. #jerks,"[2017-10-13T21:50:12] CUSTOMER: @AmazonHelp Your delivery person opened up our side gate to stash a package behind it and let our dog loose. Thanks. #jerks
[2017-10-13T23:00:00] SUPPORT: @341933 Oh no! I hope your dog is OK! Please let us know more about the incident here: https://t.co/jSY50qgSww so we can assist! ^AD",delivery_issue,,unclear,,
conv_2287876,9,2,non_english,keyword,@AmazonHelp a segunda temporada de O Último Reino já está disponível no Amazon Prime Vídeo para o Brasil? Não encontrei pelo app.,"[2017-11-12T12:33:31] CUSTOMER: @AmazonHelp a segunda temporada de O Último Reino já está disponível no Amazon Prime Vídeo para o Brasil? Não encontrei pelo app.
[2017-11-12T12:40:00] SUPPORT: @664706 Pode conferir os títulos disponíveis clicando no seguinte linkhttps://www.primevideo.com/ ^VL",non_english,{'product': 'Prime'},unclear,,
conv_1646315,6,4,billing_payment,keyword,@AmazonHelp your reason on locking my account was  we closed a account of yours for not meeting the terms  when this account was made first,"[2017-11-06T01:42:56] CUSTOMER: @AmazonHelp your reason on locking my account was  we closed a account of yours for not meeting the terms  when this account was made first
[2017-11-06T02:01:00] SUPPORT: @365456 Hello there! Sorry to hear that you are having account issues. What did our info was our account specialist able to provide? ^JD
[2017-11-06T03:40:07] CUSTOMER: @AmazonHelp they closed my account . i didn't even make a account after and i have other famliy who use amazon so probably he/sh",billing_payment,,unclear,,
conv_1160643,2,2,resolution_confirmation,cluster_hint,@AmazonHelp If I buy something from AllsortsAccessoriesUK but they say Amazon handle the returns does this qualify for free returns? Thanks!,"[2017-10-24T16:26:25] CUSTOMER: @AmazonHelp If I buy something from AllsortsAccessoriesUK but they say Amazon handle the returns does this qualify for free returns? Thanks!
[2017-10-24T16:49:28] SUPPORT: @393061 Hi, Abbie! Please check out our Returns Policy help page here: https://t.co/PnYu5950t0 I hope this helps! ^NS",resolution_confirmation,,unclear,,
conv_2669624,18,9,order_problem,keyword,@AmazonHelp Hi. Just received a heater. It’s a bit damaged. https://t.co/M4ihARye7S,"[2017-11-18T15:07:54] CUSTOMER: @AmazonHelp Hi. Just received a heater. It’s a bit damaged. https://t.co/M4ihARye7S
[2017-11-18T15:14:00] SUPPORT: @721961 Oh my! I'm so sorry the heater arrived damaged, Stuart! You can find the available refund/replace options here: https://t.co/mPOuSMspFb. ^WJ
[2017-11-19T11:00:48] CUSTOMER: @AmazonHelp are we leaving this here? That I have to do it all because you’re team packed a damaged unit?
[2017-11-19T11:40:00] SUPPORT: @721961 The best way for us to assi",order_problem,,unclear,,
conv_924520,7,9,non_english,keyword,"@AmazonHelp Llevo todo el día esperando un paquete q supuestamente iba a llegar hoy y no ha llegado, y x las horas me da q ya no va a llegar","[2017-10-13T18:19:08] CUSTOMER: @AmazonHelp Llevo todo el día esperando un paquete q supuestamente iba a llegar hoy y no ha llegado, y x las horas me da q ya no va a llegar
[2017-10-13T18:22:02] CUSTOMER: @AmazonHelp Y todo esto pagando el prime.X lo - podríais actualizar el estado del pedido y NO MENTIR diciendo q va a llegar,obligando a quedarse en casa
[2017-10-13T21:32:27] SUPPORT: @337295 Hola, lamento mucho el atraso. ¿Has podido hablar con el transportista sobre esta entrega? ^LG
[2017-10",non_english,{'product': 'Echo'},unclear,,
conv_856047,16,32,billing_payment,keyword,"@AmazonHelp 
This keeps poping up when i go to my orders page. Help? https://t.co/vtHSYxD7KY","[2017-10-19T07:16:37] CUSTOMER: @AmazonHelp 
This keeps poping up when i go to my orders page. Help? https://t.co/vtHSYxD7KY
[2017-10-19T07:22:38] SUPPORT: @323282 Sorry to see this. Have you tried restarting the app? Or restarting the phone itself? Keep us posted. ^PK
[2017-10-19T07:26:25] CUSTOMER: @AmazonHelp Yeah ive tried both. This issue is even happening on my secondary device.
[2017-10-19T07:28:27] SUPPORT: @323282 Have you checked your connection? If it is happening on both devices? ^NV",billing_payment,,unclear,,
conv_309214,14,12,delivery_issue,keyword,@189841 @115821 Not for me @AmazonHelp ! 4 days after ordering items in stock and the order hasn't even shipped.,"[2017-10-07T01:06:53] CUSTOMER: @189841 @115821 Not for me @AmazonHelp ! 4 days after ordering items in stock and the order hasn't even shipped.
[2017-10-07T01:22:34] SUPPORT: @189839 I'm sorry to hear about that! We'd like to help. What was the delivery date given in your order confirmation email? ^HC
[2017-10-07T12:28:27] CUSTOMER: @AmazonHelp It not about the delivery date given. Its about expediting. 3 days ago your CS said they would. Nothing's happened
[2017-10-07T12:29:20] CUSTOMER: @Amaz",delivery_issue,{'product': 'Prime'},unclear,,
conv_2104295,18,8,order_problem,cluster_hint,@AmazonHelp where is my order ???.????.?.?...?.???????????????,"[2017-11-08T12:22:52] CUSTOMER: @AmazonHelp where is my order ???.????.?.?...?.???????????????
[2017-11-08T12:26:17] SUPPORT: @621230 we delivery up until 9pm, what does your tracking state? ^AS
[2017-11-08T12:26:57] CUSTOMER: @AmazonHelp It was supposed to be here yesterday .
[2017-11-08T12:32:00] SUPPORT: @621230 We aim to deliver by the date given in your order e-mail. What does the latest tracking show? https://t.co/aaDyEz1VgE ^TK
[2017-11-08T12:34:05] CUSTOMER: @AmazonHelp Says its out for ",order_problem,,unclear,,
conv_1315675,3,3,billing_payment,keyword,@AmazonHelp please help ! https://t.co/hyCZeMyO7B,"[2017-10-16T11:17:18] CUSTOMER: @AmazonHelp please help ! https://t.co/hyCZeMyO7B
[2017-10-16T11:28:25] SUPPORT: @344048 Estimates are given based on various criteria. Depending on your Pin code this would be best estimated time frame. ^AH
[2017-10-16T11:35:44] CUSTOMER: @AmazonHelp No chances to pay extra &amp; get an early delivery ?",billing_payment,,unclear,,
conv_2686038,18,2,refund_return,keyword,@AmazonHelp brand new to prime and my second order is delayed. What is the point?? Dont need the item now. Please advise how to return.,"[2017-10-31T17:09:52] CUSTOMER: @AmazonHelp brand new to prime and my second order is delayed. What is the point?? Dont need the item now. Please advise how to return.
[2017-10-31T17:18:01] SUPPORT: @682064 I'm so sorry for this experience, Carmen. If you'd like to return your item, you can do that here: https://t.co/Udl8Vi8TEo ^BL",refund_return,{'product': 'Prime'},unclear,,
conv_1322538,6,10,account_access,keyword,@AmazonHelp My https://t.co/GXVXNgh8mt  account has been locked for using my virtual debit card . Is using virtual debit card wrong?,"[2017-10-27T09:45:42] CUSTOMER: @AmazonHelp My https://t.co/GXVXNgh8mt  account has been locked for using my virtual debit card . Is using virtual debit card wrong?
[2017-10-27T09:45:55] CUSTOMER: @AmazonHelp My email address:__email__
And that virtual debit card is too registered on my Name.
And the transaction was also successful.
[2017-10-27T09:56:00] SUPPORT: @426972 Hi, have you received an email about your account or order? ^AT
[2017-10-27T10:04:24] CUSTOMER: @AmazonHelp Several emails act",account_access,,unclear,,
conv_1375720,9,3,billing_payment,keyword,"@AmazonHelp @119038 Hi, I have a Spanish Amazon Prime account. After linking it with my Twitch one, will I get charged anything? Cheers.","[2017-10-28T01:37:33] CUSTOMER: @AmazonHelp @119038 Hi, I have a Spanish Amazon Prime account. After linking it with my Twitch one, will I get charged anything? Cheers.
[2017-10-28T01:51:00] SUPPORT: @440240 The answers you seek can be found here:  https://t.co/IKWjX0QHDK  ^CH
[2017-10-28T01:51:24] CUSTOMER: @AmazonHelp Appreciated!",billing_payment,{'product': 'Prime'},unclear,,
conv_595617,1,2,billing_payment,keyword,@AmazonHelp I bought the below from the Amazon Warehouse.. Opened up and this is what it looks like.. Will I be able to get it replaced? If so what number have i got to call? As you were LG.. https://,"[2017-12-03T19:09:26] CUSTOMER: @AmazonHelp I bought the below from the Amazon Warehouse.. Opened up and this is what it looks like.. Will I be able to get it replaced? If so what number have i got to call? As you were LG.. https://t.co/B53cDjMJXM
[2017-12-03T19:12:27] SUPPORT: @261137 I am terribly sorry for the broken TV, Ryan! We will be more than happy to assist you. Let's refer here: https://t.co/fvC8CgOaAb for available refund/replacement options. ^FD",billing_payment,,unclear,,
conv_530754,11,8,billing_payment,keyword,"I've said this before, and I'll say this again: @115821 really employs the BEST customer service reps in whole freakin' world. I AM SO HAPPY! Thank you Aasif Mir and Saranya for being infinitely patie","[2017-12-02T10:18:50] CUSTOMER: I've said this before, and I'll say this again: @115821 really employs the BEST customer service reps in whole freakin' world. I AM SO HAPPY! Thank you Aasif Mir and Saranya for being infinitely patient. @117634 @AmazonHelp
[2017-12-02T10:21:44] CUSTOMER: @115821 @117634 @AmazonHelp I swear if you put up an @115821 Philippines I'd be buying more than Kindles and eBooks regularly. I'd like to shop more but arranging for shipping from the US to the Philippines is a ",billing_payment,{'product': 'Kindle'},unclear,,
conv_26880,3,2,billing_payment,keyword,"@AmazonHelp hi, I have a credit card charge for prime every month when I am not a subscriber. Can you help?","[2017-11-01T09:44:10] CUSTOMER: @AmazonHelp hi, I have a credit card charge for prime every month when I am not a subscriber. Can you help?
[2017-11-01T10:09:30] SUPPORT: @121886 I'm sorry about the charge. Please report this to our support team here: https://t.co/vlvfJr4nN9 we'll be happy to help. ^AR",billing_payment,{'product': 'Prime'},unclear,,
conv_1327045,9,2,billing_payment,keyword,@AmazonHelp I’ve been charged £80 for amazon prime however on my account it says that I’m not a member of amazon prime. It said the same thing when I wanted to cancel my free trial,"[2017-11-25T20:40:35] CUSTOMER: @AmazonHelp I’ve been charged £80 for amazon prime however on my account it says that I’m not a member of amazon prime. It said the same thing when I wanted to cancel my free trial
[2017-11-25T20:48:00] SUPPORT: @429624 I'm sorry for the unexpected charge. We're unable to access account information via Twitter. Please contact us directly via phone or chat so we can look into this with you: https://t.co/JzP7hlA23B ^JF",billing_payment,{'product': 'Prime'},unclear,,
conv_2619718,11,4,billing_payment,keyword,“Give little bits of your love” @AmazonHelp!? @101018 is gutted 😔 https://t.co/PUx6mz5RwR,"[2017-11-17T12:59:15] CUSTOMER: “Give little bits of your love” @AmazonHelp!? @101018 is gutted 😔 https://t.co/PUx6mz5RwR
[2017-11-17T13:19:28] SUPPORT: @740275 We are sorry to both you and Emily for this, it's obviously extremely disappointing. Have you contacted our customer services to help resolve this? ^SA
[2017-11-17T15:07:45] CUSTOMER: @AmazonHelp You are called Amazon Help &amp; have customer service written in your image??
[2017-11-17T15:19:01] SUPPORT: @740275 Our goal is to help addre",billing_payment,,unclear,,
conv_2896034,6,3,billing_payment,keyword,"@AmazonHelp Hi, I cancelled an order on Friday and I'm just wondering how soon the money will go back to my bank account, as I re-ordered the items?","[2017-11-28T16:13:32] CUSTOMER: @AmazonHelp Hi, I cancelled an order on Friday and I'm just wondering how soon the money will go back to my bank account, as I re-ordered the items?
[2017-11-28T16:18:23] SUPPORT: @147116 With canceled orders, we haven't proceeded with the charge and the bank may hold the authorisation on your card for up to 10 business days. You'll need to contact your bank if you want to have this authorisation removed before that: https://t.co/KyT8wPXKzW ^AF
[2017-11-28T16:21:3",billing_payment,,unclear,,
conv_2288173,10,12,non_english,keyword,@AmazonHelp pedí algo hace 2 meses y no llega que pasa &gt;:(,"[2017-11-12T02:32:05] CUSTOMER: @AmazonHelp pedí algo hace 2 meses y no llega que pasa &gt;:(
[2017-11-12T03:38:55] SUPPORT: @576393 Hola. Lamentamos saber del inconveniente. ¿En cuál de nuestros mercados hiciste tu compra? (https://t.co/nUUp5MLhYl o Amazon.es). También nos podrías decir, ¿cuál es la fecha de entrega de tu pedido? ^JJ
[2017-11-12T03:41:48] CUSTOMER: @AmazonHelp Amazon. Com  y la fecha de entegra  fue para el 18 de sep
[2017-11-12T04:00:00] SUPPORT: @576393 ¿El producto fue vendi",non_english,,unclear,,
conv_557097,12,2,refund_return,keyword,@AmazonHelp Received a refund after cancelling prime but then on the same day you sent the refund. You took another £7.99. Can you sort this out please.,"[2017-12-02T21:01:56] CUSTOMER: @AmazonHelp Received a refund after cancelling prime but then on the same day you sent the refund. You took another £7.99. Can you sort this out please.
[2017-12-02T21:06:00] SUPPORT: @250080 I'm sorry for the frustration! We don't have access to your account via Twitter. When you have moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",refund_return,{'product': 'Prime'},unclear,,
conv_423535,18,4,delivery_issue,keyword,"@10265 I have booked few item from @115850 @AmazonHelp 171 2507067 9234757 order id.
Has been refuse to deliver at home.","[2017-10-10T10:21:29] CUSTOMER: @10265 I have booked few item from @115850 @AmazonHelp 171 2507067 9234757 order id.
Has been refuse to deliver at home.
[2017-10-10T10:45:00] SUPPORT: @199456 Apologies for the trouble you've had with the delivery of your order. 1/2 ^MM
[2017-10-10T10:45:30] SUPPORT: @199456 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM
[2017-10-10T10:45:30] SUPPORT: @199456 Kindly fill in your details here",delivery_issue,,unclear,,
conv_1111339,2,10,resolution_confirmation,cluster_hint,1) @115850 @AmazonHelp.... One of the wrost service experience i ever had on any ecommerce platform.,"[2017-10-24T02:08:24] CUSTOMER: 1) @115850 @AmazonHelp.... One of the wrost service experience i ever had on any ecommerce platform.
[2017-10-24T02:13:40] SUPPORT: @206627 Sorry for the trouble with your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^SQ
[2017-10-24T02:21:31] CUSTOMER: @AmazonHelp Already did but no customer satisfaction at all
[2017-10-24T02:22:31] CUSTOMER: @AmazonHelp You are going towards wrost customers satisfaction
[2017-10-24T02:47:27",resolution_confirmation,,unclear,,
conv_1103640,6,15,billing_payment,cluster_hint,@AmazonHelp Trying to get an account manager to review a hold? Well its impossible been trying for three days. 7 year customer here.,"[2017-10-23T23:30:53] CUSTOMER: @AmazonHelp Trying to get an account manager to review a hold? Well its impossible been trying for three days. 7 year customer here.
[2017-10-23T23:46:00] SUPPORT: @377482 I understand your frustration, Ben. Is your account currently on hold? If so, have you received an e-mail from a specialist? ^SK
[2017-10-23T23:47:19] CUSTOMER: @AmazonHelp No reply... multiple service requests over three days. One call from a so called specialist and they hang up on me and dont",billing_payment,{'product': 'Prime'},unclear,,
